StnID,Lat,Lon,Elev,State/Province,Name,WMO_ID,Sample_Interval (min),UTC_Offset,POR_Date_Range,PCT_POR_Good,Last_Half_POR,PCT_Last_Half_Good,Last_Qtr_POR,PCT_Last_Qtr_Good
USC00455731,46.8667,-120.7747,694.9,WA,NACHES 10 NW,,15,-8,19480701-20171027, 79.5%,19830228-20171027, 78.8%,20000628-20171027, 65.7%
USC00455876,48.8975,-122.1431,124.7,WA,NOOKSACK - KENDALL CREEK HATCHERY,,15,-8,19640116-20240410, 81.3%,19940227-20240410, 69.4%,20090320-20240410, 78.0%
USC00455946,48.8994,-117.8290,456.3,WA,NORTHPORT,,15,-8,19610401-20180601, 90.0%,19891031-20180601, 85.1%,20040215-20180601, 78.3%
USC00456789,46.7602,-117.1861,766.6,WA,PULLMAN 2 NW,,15,-8,19480701-20240401, 85.1%,19860517-20240401, 73.1%,20050424-20240401, 77.4%
USC00456851,47.7847,-122.9797,313.3,WA,QUILCENE 5 SW DAM,,15,-8,19480901-20240415, 79.6%,19860624-20240415, 67.4%,20050520-20240415, 52.7%
USC00456864,47.5000,-123.8167,61.0,WA,QUINAULT RIVER RANGER STN,,15,-8,19770126-20191203, 77.0%,19980630-20191203, 73.9%,20090317-20191203, 75.2%
USC00456896,46.7311,-121.5714,592.5,WA,RAINER OHANAPECOSH,,15,-8,20210222-20240401, 81.9%,20220912-20240401, 98.1%,20230622-20240401, 98.9%
USC00456909,46.5330,-121.9327,274.3,WA,RANDLE 1 E,,15,-8,19540801-20240411, 71.7%,19890606-20240411, 56.6%,20061108-20240411, 60.3%
USC00456982,48.6501,-118.7325,801.6,WA,REPUBLIC RS,,15,-8,19480701-20240417, 87.9%,19860525-20240417, 81.7%,20050506-20240417, 72.5%
USC00457342,45.9481,-120.6669,787.9,WA,SATUS PASS 2 SSW,,15,-8,20200101-20220704, 87.7%,20210402-20220704, 89.3%,20211117-20220704, 84.3%
USC00457709,47.7133,-121.3317,298.4,WA,SKYKOMISH 1 ENE,,15,-8,20210222-20240401, 79.2%,20220912-20240401, 98.4%,20230622-20240401, 99.3%
USC00457781,47.4247,-121.4138,920.5,WA,SNOQUALMIE PASS,,15,-8,20210622-20221128, 50.9%,20220311-20221128, 49.8%,20220720-20221128, 62.1%
USC00458059,48.3509,-120.7264,383.1,WA,STEHEKIN 4 NW,,15,-8,19760804-20200117, 66.8%,19980426-20200117, 53.7%,20090307-20200117, 74.8%
USC00458089,47.7372,-121.0913,1240.5,WA,STEVENS PASS,,15,-8,19710201-20240401, 65.2%,19970901-20240401, 48.5%,20101216-20240401, 60.0%
USC00458207,46.3236,-120.0103,227.7,WA,SUNNYSIDE,,15,-8,19480701-20230803, 84.1%,19860116-20230803, 70.2%,20041024-20230803, 58.0%
USC00458773,45.6776,-122.6514,67.1,WA,VANCOUVER 4 NNE,,15,-8,20121023-20240402, 99.6%,20180713-20240402, 99.4%,20210523-20240402, 99.5%
USC00458838,48.0941,-121.7772,297.2,WA,VERLOT,,15,-8,20210223-20240401, 91.7%,20220912-20240401, 94.2%,20230622-20240401, 98.2%
USC00459200,46.0436,-118.4628,192.6,WA,WHITMAN MISSION,,15,-8,19620929-20240222, 86.3%,19930611-20240222, 80.0%,20081016-20240222, 71.3%
USC00461220,38.9803,-80.2201,443.5,WV,BUCKHANNON,,15,-5,19930601-20240410, 80.4%,20081104-20240410, 67.9%,20160723-20240410, 43.2%
USC00461579,38.3538,-81.7101,215.2,WV,CHARLESTON WFO,,15,-5,19960802-20240401, 92.6%,20100602-20240401, 96.4%,20170502-20240401, 98.8%
USC00461677,39.2682,-80.3522,306.6,WV,CLARKSBURG 1,,15,-5,19480801-20171027, 83.2%,19830315-20171027, 80.5%,20000705-20171027, 75.1%
USC00462717,38.9267,-79.8295,611.1,WV,ELKINS 1N,,15,-5,19990704-20211116, 91.9%,20100909-20211116, 94.1%,20160413-20211116, 95.9%
USC00463072,37.5894,-81.0925,1016.5,WV,FLAT TOP,,15,-5,19480801-20240402, 84.6%,19860602-20240402, 80.8%,20050502-20240402, 80.6%
USC00463238,39.1304,-80.4498,310.9,WV,FREEMANSBURG 5 NE,,15,-5,19480801-20190730, 76.5%,19840130-20190730, 74.9%,20011029-20190730, 72.3%
USC00463361,38.6649,-80.7672,258.5,WV,GASSAWAY,,15,-5,19510401-20190730, 87.9%,19850530-20190730, 83.6%,20020629-20190730, 82.9%
USC00463544,38.9340,-80.8318,224.9,WV,GLENVILLE,,15,-5,19790901-20240318, 73.6%,20011209-20240318, 87.8%,20130127-20240318, 80.8%
USC00463669,38.4311,-79.8190,836.7,WV,GREENBANK OBSERVATORY,,15,-5,19920602-20240401, 88.9%,20080502-20240401, 93.4%,20160416-20240401, 97.4%
USC00463749,38.2384,-81.9850,232.9,WV,GRIFFITHSVILLE,,15,-5,19490501-20240401, 94.0%,19861016-20240401, 92.0%,20050709-20240401, 94.7%
USC00465002,39.7204,-79.8561,274.3,WV,LAKE LYNN,,15,-5,19480801-20210422, 85.4%,19841211-20210422, 76.3%,20030215-20210422, 61.2%
USC00465323,38.8955,-81.5311,202.7,WV,LIVERPOOL,,15,-5,19480801-20160707, 89.0%,19820720-20160707, 80.1%,19990714-20160707, 82.5%
USC00465341,38.8532,-80.9667,219.5,WV,LOCKNEY,,15,-5,19480801-20120130, 79.3%,19800501-20120130, 76.0%,19960316-20120130, 88.5%
USC00465353,37.8663,-81.9844,204.8,WV,LOGAN,,15,-5,19480801-20240401, 75.4%,19860601-20240401, 76.6%,20050501-20240401, 73.1%
USC00465600,37.7447,-81.8873,218.5,WV,MAN,,15,-5,20230601-20240401, 82.7%,20231031-20240401, 91.6%,20240115-20240401, 98.7%
USC00465672,38.2175,-80.0914,655.3,WV,MARLINTON,,15,-5,19480801-20130805, 88.2%,19810201-20130805, 80.6%,19970504-20130805, 77.0%
USC00466163,39.0667,-78.9667,249.9,WV,MOOREFIELD,,15,-5,19480501-20171201, 83.8%,19830215-20171201, 71.9%,20000709-20171201, 54.5%
USC00466591,37.9715,-81.1507,621.8,WV,OAK HILL,,15,-5,19480801-20120804, 88.9%,19800802-20120804, 85.3%,19960803-20120804, 84.5%
USC00467018,40.1478,-80.7014,195.1,WV,PIKE ISLAND(LOCK AND DAM),,15,-5,19811001-20240404, 58.3%,20030102-20240404, 56.3%,20130818-20240404, 80.7%
USC00467730,39.3833,-78.7333,195.1,WV,ROMNEY 3 NNE,,15,-5,19670201-20240401, 74.6%,19950901-20240401, 75.0%,20091216-20240401, 76.4%
USC00468286,39.0730,-81.0986,231.6,WV,SMITHVILLE,,15,-5,19500718-20131101, 87.9%,19820310-20131101, 84.2%,19980104-20131101, 79.4%
USC00468351,38.7506,-81.9806,175.6,WV,SOUTHSIDE 3 NNW,,15,-5,19981101-20120307, 77.5%,20050704-20120307, 75.0%,20081104-20120307, 57.4%
USC00468777,39.4467,-79.5469,801.6,WV,TERRA ALTA NO 1,,15,-5,19700901-20190925, 87.3%,19950314-20190925, 87.4%,20070619-20190925, 82.0%
USC00468986,39.3134,-80.0299,376.4,WV,TYGART DAM,,15,-5,19480801-20240401, 89.4%,19860601-20240401, 87.6%,20050501-20240401, 88.5%
USC00469011,37.6000,-80.5333,604.1,WV,UNION,,15,-5,19480801-20121214, 92.3%,19801007-20121214, 87.1%,19961110-20121214, 79.6%
USC00469086,38.5453,-80.0369,739.1,WV,VALLEY HEAD,,15,-5,19480801-20130621, 87.8%,19810110-20130621, 82.2%,19970401-20130621, 77.2%
USC00469458,39.2906,-80.7687,245.7,WV,WEST UNION 2,,15,-5,19850101-20240312, 83.3%,20040806-20240312, 81.2%,20140525-20240312, 87.0%
USC00470045,42.6375,-89.0642,232.3,WI,AFTON - JANESVILLE WWTP,,15,-6,19900701-20240401, 92.0%,20070517-20240401, 95.8%,20151024-20240401, 99.3%
USC00470124,44.3268,-91.9193,204.2,WI,ALMA DAM 4,,15,-6,19480804-20240401, 87.5%,19860603-20240401, 85.9%,20050502-20240401, 95.3%
USC00470308,43.3042,-89.3453,320.6,WI,ARLINGTON,,15,-6,19750605-20240402, 77.0%,19991103-20240402, 80.2%,20120117-20240402, 98.9%
USC00470349,46.5830,-90.9678,198.1,WI,ASHLAND EXP FARM,,15,-6,19480801-20240410, 92.2%,19860606-20240410, 90.2%,20050508-20240410, 86.5%
USC00470456,44.3077,-90.1313,297.2,WI,BABCOCK 1 WNW,,15,-6,19480801-20240423, 92.5%,19860612-20240423, 92.3%,20050518-20240423, 95.7%
USC00470855,44.2903,-90.8538,246.9,WI,BLACK RIVER FALLS SEWAGE,,15,-6,19480801-20240401, 83.8%,19860601-20240401, 83.3%,20050501-20240401, 83.6%
USC00470890,42.8168,-89.8628,277.4,WI,BLANCHARDVILLE,,15,-6,19480923-20240408, 88.3%,19860701-20240408, 84.6%,20050520-20240408, 89.2%
USC00471416,43.0596,-89.4819,318.8,WI,CHARMANY FARM,,15,-6,19630718-20240401, 91.5%,19931123-20240401, 91.5%,20090126-20240401, 91.7%
USC00471568,44.0328,-88.1468,256.0,WI,CHILTON,,15,-6,19480801-20240322, 93.8%,19860527-20240322, 90.2%,20050424-20240322, 94.4%
USC00471578,44.9277,-91.4081,249.9,WI,CHIPPEWA FALLS,,15,-6,19480801-20240402, 85.9%,19860602-20240402, 78.8%,20050502-20240402, 83.2%
USC00471667,42.5493,-88.8754,281.6,WI,CLINTON WWTP,,15,-6,19910702-20240401, 82.8%,20071116-20240401, 92.0%,20160123-20240401, 95.1%
USC00471676,44.6227,-88.7483,244.4,WI,CLINTONVILLE,,15,-6,19480801-20240402, 92.8%,19860602-20240402, 91.4%,20050502-20240402, 96.8%
USC00471897,45.3581,-88.1922,289.6,WI,CRIVITZ HIGH FALLS,,15,-6,19480801-20240409, 86.5%,19860605-20240409, 84.6%,20050507-20240409, 93.1%
USC00471913,42.5998,-90.4241,296.6,WI,CUBA CITY,,15,-6,19480801-20240401, 84.2%,19860601-20240401, 89.0%,20050501-20240401, 94.9%
USC00472447,44.7722,-89.7675,356.6,WI,EAU PLEINE RESERVOIR,,15,-6,19540408-20240310, 89.4%,19890324-20240310, 81.2%,20060916-20240310, 84.5%
USC00472973,43.9750,-89.8309,288.0,WI,FRIENDSHIP,,15,-6,19480801-20240401, 88.9%,19860601-20240401, 84.4%,20050501-20240401, 94.7%
USC00473038,43.5705,-91.2295,194.8,WI,GENOA DAM 8,,15,-6,19480801-20240419, 89.5%,19860610-20240419, 88.0%,20050515-20240419, 94.0%
USW00014995,45.7728,-92.6886,301.8,WI,GRANTSBURG,,15,-6,19500701-20240416,  7.6%,19870524-20240416, 12.4%,20051103-20240416, 24.7%
USC00473453,43.3316,-88.4117,292.9,WI,HARTFORD WWTP,,15,-6,19480822-20240401, 92.0%,19860612-20240401, 90.1%,20050507-20240401, 93.9%
USC00473511,46.0002,-91.5074,365.8,WI,HAYWARD RANGER STA,,15,-6,19910802-20240401, 83.4%,20071201-20240401, 91.8%,20160131-20240401, 87.6%
USC00473636,45.6735,-88.9043,509.9,WI,ARGONNE 1.5-NW,,15,-6,19990201-20240305, 93.3%,20110819-20240305, 97.9%,20171126-20240305, 97.9%
USC00473756,43.4388,-88.6313,268.5,WI,HORICON WWTP,,15,-6,19701103-20240401, 89.7%,19970718-20240401, 94.0%,20101124-20240401, 98.8%
USC00474396,45.4429,-91.0898,356.6,WI,LADYSMITH WTP,,15,-6,19480801-20240402, 84.4%,19860602-20240402, 78.7%,20050502-20240402, 80.4%
USC00474404,43.5734,-90.6320,243.5,WI,LA FARGE,,15,-6,19480801-20240401, 87.6%,19860601-20240401, 86.5%,20050501-20240401, 96.0%
USC00474546,42.8667,-90.7000,328.9,WI,LANCASTER,,15,-6,19480801-20240402, 93.8%,19860602-20240402, 92.9%,20050502-20240402, 98.2%
USC00474894,45.5733,-92.4852,371.9,WI,LUCK,,15,-6,19710513-20240403, 85.1%,19971022-20240403, 77.1%,20110112-20240403, 91.8%
USC00474937,43.2118,-91.0985,192.9,WI,LYNXVILLE DAM 9,,15,-6,19480801-20240401, 89.1%,19860601-20240401, 89.9%,20050501-20240401, 97.1%
USC00475120,44.6411,-90.1333,377.0,WI,MARSHFIELD EXP FARM,,15,-6,19481201-20240401, 90.9%,19860801-20240401, 90.8%,20050601-20240401, 96.4%
USC00475255,45.1308,-90.3440,448.1,WI,MEDFORD,,15,-6,19480801-20240401, 87.0%,19860601-20240401, 84.2%,20050501-20240401, 97.9%
USC00475335,44.8741,-91.9365,239.3,WI,MENOMONIE,,15,-6,19480801-20240401, 88.6%,19860601-20240401, 88.5%,20050501-20240401, 96.0%
USC00475352,46.1683,-90.0722,487.7,WI,MERCER RANGER STA,,15,-6,19480801-20240408, 85.8%,19860605-20240408, 85.3%,20050507-20240408, 82.7%
USC00475364,45.1785,-89.6615,381.0,WI,MERRILL,,15,-6,19480801-20240404, 86.3%,19860603-20240404, 85.3%,20050504-20240404, 91.5%
USC00475524,46.1006,-91.8178,329.2,WI,MINONG RANGER STATION,,15,-6,19480801-20221102, 77.1%,19850916-20221102, 74.0%,20040409-20221102, 73.6%
USC00475948,45.1166,-92.5644,301.8,WI,NEW RICHMOND,,15,-6,19520717-20240410, 91.0%,19880529-20240410, 88.1%,20060505-20240410, 97.1%
USC00476398,45.9333,-90.4500,462.4,WI,PARK FALLS,72741,15,-6,19480801-20240401, 80.1%,19860601-20240401, 83.8%,20050501-20240401, 87.9%
USC00476510,45.0282,-87.7359,182.9,WI,PESHTIGO,,15,-6,19480801-20240404, 89.9%,19860603-20240404, 90.2%,20050504-20240404, 93.4%
USC00476518,46.0663,-89.0752,542.5,WI,PHELPS,,15,-6,19480801-20240409, 88.5%,19860605-20240409, 84.5%,20050507-20240409, 98.4%
USC00476718,43.5306,-89.4370,239.3,WI,PORTAGE WWTP,,15,-6,19480801-20240402, 92.9%,19860602-20240402, 88.3%,20050502-20240402, 94.5%
USC00476854,45.5463,-90.3129,475.5,WI,PRENTICE,,15,-6,19480801-20240401, 83.7%,19860601-20240401, 84.5%,20050501-20240401, 86.4%
USC00476939,45.8341,-89.5472,487.7,WI,RAINBOW RSVR-LK TOMAHAWK,,15,-6,19480801-20240408, 95.7%,19860605-20240408, 93.0%,20050507-20240408, 96.3%
USC00477132,45.4167,-91.7725,336.2,WI,RICE LAKE,,15,-6,19480801-20240410, 80.0%,19860606-20240410, 77.4%,20050508-20240410, 91.1%
USC00477140,45.5397,-89.7477,445.0,WI,RICE RESERVOIR-TOMAHAWK,,15,-6,19491101-20240401, 92.1%,19870116-20240401, 86.8%,20050824-20240401, 94.4%
USC00478027,45.8236,-91.8761,335.3,WI,SPOONER AG RESEARCH STATION,,15,-6,19480801-20240402, 90.8%,19860602-20240402, 86.2%,20050502-20240402, 85.9%
USC00478259,44.4965,-91.3965,297.5,WI,STRUM 4 S,,15,-6,19480801-20240406, 88.2%,19860604-20240406, 87.7%,20050505-20240406, 94.2%
USC00478267,44.8799,-87.3358,213.1,WI,STURGEON BAY EXP FARM,,15,-6,19480801-20240401, 93.6%,19860601-20240401, 91.1%,20050501-20240401, 95.2%
USC00478316,42.9676,-88.5495,283.2,WI,SULLIVAN 3 SE - WFO MKX,,15,-6,19940901-20240402, 85.6%,20090617-20240402, 89.0%,20161108-20240402, 99.4%
USC00478515,43.9713,-90.4679,296.3,WI,TOMAH RANGER STATION 2,,15,-6,19480801-20240404, 86.6%,19860603-20240404, 89.0%,20050504-20240404, 98.5%
USC00478589,43.9994,-91.4378,201.2,WI,TREMPEALEAU DAM 6,,15,-6,19480801-20240401, 80.9%,19860601-20240401, 78.9%,20050501-20240401, 96.5%
USC00479176,45.1452,-88.7416,392.9,WI,WHITE LAKE 1 SE,,15,-6,19580201-20240402, 92.9%,19910303-20240402, 91.5%,20070917-20240402, 96.4%
USC00479218,44.7313,-90.7216,454.2,WI,WILLARD,,15,-6,19480801-20240402, 81.5%,19860602-20240402, 85.1%,20050502-20240402, 93.6%
USC00479304,45.7992,-90.9947,413.0,WI,WINTER,,15,-6,19660504-20210428, 74.8%,19931030-20210428, 82.1%,20070730-20210428, 85.5%
USC00480697,42.5364,-110.1127,2079.3,WY,BIG PINEY UP&L,,15,-7,19921113-20240403, 82.8%,20080724-20240403, 95.3%,20160529-20240403, 99.9%
USC00481000,43.4054,-108.1634,1485.9,WY,BOYSEN DAM,,15,-7,19480801-20240401, 94.7%,19860601-20240401, 93.8%,20050501-20240401, 94.8%
USC00481165,44.3470,-106.6932,1428.0,WY,BUFFALO,,15,-7,19480801-20230902, 90.5%,19860215-20230902, 92.9%,20041123-20230902, 95.8%
USC00481736,41.3975,-110.0884,2157.7,WY,CHURCH BUTTES GAS PLANT,,15,-7,20180628-20240306, 99.9%,20210502-20240306, 99.6%,20221003-20240306, 99.8%
USC00481905,44.8694,-104.1552,1042.4,WY,COLONY,,15,-7,20201109-20240209, 95.7%,20220625-20240209, 99.8%,20230418-20240209, 99.7%
USC00482696,42.9533,-105.1650,1502.7,WY,DOUGLAS 17NE,,15,-7,19570927-20210701, 91.7%,19890814-20210701, 92.7%,20050723-20210701, 92.4%
USC00482715,43.5398,-109.6552,2119.9,WY,DUBOIS,,15,-7,19490801-20240402, 76.0%,19861201-20240402, 88.0%,20050801-20240402, 90.1%
USC00482725,43.4117,-104.9614,1345.7,WY,DULL CENTER 1SE,,15,-7,19480801-20210629, 88.3%,19850114-20210629, 78.9%,20030407-20210629, 67.9%
USC00483050,41.2058,-106.7883,2222.0,WY,ENCAMPMENT,,15,-7,19480801-20210202, 80.6%,19841101-20210202, 75.3%,20021218-20210202, 80.7%
USC00484126,42.2905,-104.7625,1327.4,WY,GUERNSEY DAM NO 2,,15,-7,20121004-20181106, 73.4%,20151021-20181106, 69.6%,20170429-20181106, 52.6%
USC00484205,43.7731,-108.5727,1709.9,WY,HAMILTON DOME,,15,-7,19500620-20180907, 19.6%,19840729-20180907, 17.3%,20010818-20180907, 34.5%
USC00484930,41.0599,-106.0263,2310.4,WY,JELM 2S,,15,-7,19480801-20210626, 88.6%,19850112-20210626, 87.4%,20030405-20210626, 80.9%
USC00485345,44.5621,-110.3986,2405.5,WY,LAKE YELLOWSTONE,,15,-7,19480801-20230906, 80.1%,19860217-20230906, 76.6%,20041126-20230906, 80.4%
USC00485371,43.0389,-104.6633,1344.8,WY,LANCE CREEK 1W,,15,-7,19500801-20230703, 89.7%,19870116-20230703, 85.7%,20050409-20230703, 81.7%
USC00485416,41.2975,-105.6241,2182.1,WY,LARAMIE 2WSW SITE 2,,15,-7,20120929-20140424, 99.0%,20130712-20140424, 97.6%,20131202-20140424, 95.1%
USC00485839,41.3154,-110.2725,2027.5,WY,LYMAN,,15,-7,20210323-20240401, 92.1%,20220926-20240401, 84.1%,20230629-20240401, 99.6%
USC00486132,41.8998,-106.2059,2005.9,WY,MEDICINE BOW F&P,,15,-7,20061210-20171025, 66.8%,20120518-20171025, 73.9%,20150205-20171025, 87.5%
USW00024088,44.2647,-104.9523,1284.7,WY,MOORCROFT,,15,-7,19481101-20121223, 74.0%,19801127-20121223, 81.3%,19961210-20121223, 79.5%
USC00486555,41.2659,-110.3375,2072.6,WY,MOUNTAIN VIEW,,15,-7,19660330-20240402, 91.0%,19950401-20240402, 87.6%,20091001-20240402, 86.4%
USC00486597,41.3185,-108.9176,2053.1,WY,MUD SPRINGS,,15,-7,19530509-20240414, 89.4%,19881026-20240414, 88.7%,20060721-20240414, 93.4%
USC00486660,43.8497,-104.1886,1345.7,WY,NEWCASTLE,,15,-7,19480801-20240408, 90.9%,19860605-20240408, 86.3%,20050507-20240408, 80.7%
USC00486875,42.5393,-108.1872,1994.6,WY,OREGON TRAIL CROSSING,,15,-7,19480801-20240401, 90.8%,19860601-20240401, 94.9%,20050501-20240401, 97.6%
USC00486935,43.9781,-104.4194,1316.7,WY,OSAGE,,15,-7,19500309-20120807, 88.9%,19810523-20120807, 84.8%,19961229-20120807, 83.7%
USC00487105,42.4717,-106.8527,1805.3,WY,PATHFINDER DAM,,15,-7,19480801-20240402, 91.5%,19860602-20240402, 89.2%,20050502-20240402, 95.4%
USC00487200,41.6250,-104.4944,1521.3,WY,PHILLIPS,,15,-7,19480801-20200302, 91.9%,19840517-20200302, 85.2%,20020409-20200302, 78.6%
USC00487236,41.1799,-104.0573,1541.7,WY,PINE BLUFFS 1ESE,,15,-7,20111001-20210704, 78.6%,20160817-20210704, 84.7%,20190125-20210704, 99.8%
USC00487375,43.0352,-106.9895,1744.1,WY,POWDER RIVER (SCHOOL),,15,-7,19581006-20240320, 90.0%,19910628-20240320, 89.1%,20071108-20240320, 97.2%
USC00487388,44.7764,-108.7590,1332.6,WY,POWELL FIELD STATION,,15,-7,19660808-20240401, 92.2%,19950605-20240401, 96.1%,20091102-20240401, 99.1%
USC00487545,44.7408,-105.7261,1264.9,WY,RECLUSE,,15,-7,19480801-20130925, 89.0%,19810227-20130925, 82.1%,19970612-20130925, 77.9%
USC00487548,44.9086,-105.7364,1143.0,WY,RECLUSE 11NNW,,15,-7,20110403-20180201, 50.6%,20140902-20180201, 69.5%,20160518-20180201, 80.8%
USC00487760,43.0307,-108.3743,1510.3,WY,RIVERTON,,15,-7,19550919-20240401, 94.5%,19891225-20240401, 96.8%,20070212-20240401, 99.1%
USW00024027,41.5947,-109.0529,2060.0,WY,ROCK SPRINGS AP,,15,-7,19480801-20170508, 55.6%,19821219-20170508, 88.3%,20000227-20170508, 86.4%
USC00487846,41.5996,-109.0611,2057.1,WY,ROCK SPRINGS 7ENE,,15,-7,20170407-20240409, 96.7%,20201007-20240409, 94.1%,20220709-20240409, 90.2%
USC00487995,41.5047,-106.7888,2072.9,WY,SARATOGA 4N,,15,-7,19480801-20171026, 87.7%,19830315-20171026, 87.1%,20000705-20171026, 86.8%
USC00488070,42.1569,-106.9153,2084.2,WY,SEMINOE DAM,,15,-7,19480801-20201209, 86.1%,19841005-20201209, 80.1%,20021107-20201209, 78.2%
USC00488192,42.3703,-106.1049,2151.0,WY,SHIRLEY BASIN,,15,-7,19610619-20181001, 77.5%,19900208-20181001, 74.2%,20040605-20181001, 72.0%
USC00488626,44.5767,-106.9062,1575.2,WY,STORY,,15,-7,19500415-20240401, 91.1%,19870408-20240401, 90.7%,20051004-20240401, 89.7%
USC00488852,44.0648,-107.3820,1447.2,WY,TENSLEEP 4NE,,15,-7,19640523-20240402, 93.1%,19940428-20240402, 95.1%,20090415-20240402, 98.5%
USC00488858,43.8089,-107.3617,1420.4,WY,TENSLEEP 16SSE,,15,-7,19790901-20240405, 86.6%,20011218-20240405, 92.6%,20130210-20240405, 99.5%
USC00488875,43.6483,-108.2037,1317.0,WY,THERMOPOLIS,,15,-7,19490801-20240402, 85.8%,19861201-20240402, 90.1%,20050801-20240402, 96.3%
USC00488885,43.7140,-108.3813,1485.9,WY,THERMOPOLIS 10NW,,15,-7,20180820-20240412,100.0%,20210616-20240412, 99.8%,20221113-20240412, 99.8%
USC00488888,43.7230,-108.6963,1679.4,WY,THERMOPOLIS 21WNW,,15,-7,19510524-20130806, 86.5%,19820630-20130806, 84.2%,19980117-20130806, 90.7%
USC00489615,42.1106,-104.9492,1413.7,WY,WHEATLAND 4 N,,15,-7,19480801-20200211, 79.4%,19840507-20200211, 70.1%,20020325-20200211, 52.1%
USC00489770,44.0113,-107.9684,1236.9,WY,WORLAND,,15,-7,19640316-20240404, 65.7%,19940326-20240404, 89.1%,20090330-20240404, 95.0%
USC00501466,65.5667,-144.7653,280.4,AK,CENTRAL NO 2,,15,-9,19760401-20110601, 36.0%,19931031-20110601, 61.8%,20020816-20110601, 73.4%
USC00502607,64.7856,-141.2036,259.1,AK,EAGLE,,15,-9,19760101-20170504, 45.5%,19960901-20170504, 80.9%,20070102-20170504, 79.6%
USC00504567,61.6797,-144.7633,378.0,AK,KENNY LAKE 7SE,,15,-9,20030215-20120401, 12.8%,20070908-20120401,  9.0%,20091219-20120401, 18.0%
USC00505757,61.4180,-142.9961,381.0,AK,MCCARTHY 3 SW,,15,-9,19970103-20140705, 44.0%,20051004-20140705, 42.6%,20100218-20140705, 61.0%
USC00505880,65.2222,-147.1667,292.6,AK,MILE 42 STEESE,,15,-9,20000601-20130608, 68.1%,20061204-20130608, 74.7%,20100307-20130608, 63.5%
USC00509385,61.6510,-145.1702,481.3,AK,TONSINA,,15,-9,19760615-20141204, 28.3%,19950909-20141204, 48.3%,20050422-20141204, 52.8%
USC00509869,67.4082,-150.1096,360.0,AK,WISEMAN,,15,-9,20000601-20161201, 73.6%,20080831-20161201, 67.0%,20121016-20161201, 58.4%
USC00510055,21.4319,-157.8372,74.1,HI,AHUIMANU LOOP 839.12,,15,-10,19680901-20240111, 91.1%,19960507-20240111, 90.8%,20100310-20240111, 93.0%
USC00510300,21.4325,-158.0559,229.2,HI,CAMP 84 807,,15,-10,19650517-20240422, 90.0%,19941103-20240422, 84.5%,20090728-20240422, 94.9%
USC00510404,21.3368,-157.8344,121.9,HI,DOWSETT 775.4,,15,-10,19831003-20240411, 90.2%,20040106-20240411, 93.4%,20140222-20240411, 92.1%
USC00510485,21.9356,-159.5389,231.6,HI,ELIMA RESV 985.2,,15,-10,19950412-20160705, 70.0%,20051122-20160705, 75.5%,20110315-20160705, 66.1%
USC00510530,20.9671,-156.6374,352.7,HI,FIELD 28 RESERVOIR 474.2,,15,-10,20060105-20230518, 87.1%,20140911-20230518, 83.1%,20190113-20230518, 85.9%
USC00510964,21.3808,-157.9039,51.8,HI,HALAWA SHAFT 771.2,,15,-10,19650423-20240411, 94.3%,19941017-20240411, 93.9%,20090714-20240411, 92.9%
USC00511140,22.0303,-159.4159,176.8,HI,HANAHANAPUNI 1055.2,,15,-10,19770727-20240401, 83.1%,20001128-20240401, 75.8%,20120730-20240401, 80.2%
USC00511303,19.4297,-155.2562,1210.4,HI,HAWAII VOL. NP HQ. 54,,15,-10,19650301-20240122, 93.8%,19940811-20240122, 92.2%,20090502-20240122, 96.8%
USC00511308,21.2990,-157.6644,8.5,HI,HAWAII KAI G.C. 724.19,,15,-10,19770901-20240311, 80.9%,20001205-20240311, 83.7%,20120723-20240311, 91.9%
USC00511339,20.2402,-155.8388,176.8,HI,HAWI 168,,15,-10,19650301-20230920, 88.1%,19940610-20230920, 84.3%,20090129-20230920, 89.6%
USC00511385,19.1192,-155.7859,883.9,HI,HAW'N OCN VIEW EST 3.9,,15,-10,19800803-20240405, 94.4%,20020604-20240405, 95.2%,20130505-20240405, 91.3%
USC00511540,21.3905,-158.0999,680.3,HI,HOKULOA 725.2,,15,-10,19650524-20190902, 88.6%,19920713-20190902, 85.2%,20060206-20190902, 92.1%
USC00511921,20.7940,-156.0413,103.9,HI,HONOMAELE 355.2,,15,-10,20060103-20171228, 66.3%,20111231-20171228, 61.6%,20141229-20171228, 59.3%
USC00512156,19.7532,-155.9715,597.4,HI,HUEHUE 92.1,,15,-10,19860311-20240405, 89.6%,20050323-20240405, 89.3%,20140928-20240405, 89.4%
USC00512453,20.9873,-156.5460,195.1,HI,KAHAKULOA MAUKA 482.3,,15,-10,19671221-20230828, 83.8%,19951024-20230828, 80.0%,20090925-20230828, 74.4%
USC00512570,21.6950,-157.9811,4.0,HI,KAHUKU 912,,15,-10,19650507-20240312, 83.2%,19941009-20240312, 85.5%,20090625-20240312, 91.4%
USC00512595,19.8583,-155.1606,420.6,HI,KAHUNA FALLS 138.2,,15,-10,19931004-20240408, 91.2%,20090105-20240408, 94.7%,20160822-20240408, 93.7%
USC00512600,20.1248,-155.7887,987.6,HI,KAHUA RANCH HQTRS 176.3,,15,-10,19770124-20240404, 92.0%,20000829-20240404, 90.7%,20120616-20240404, 89.1%
